rna_name	chr	strand	start_pos	end_pos	gene_name
NR_110189	chr11	+	61355965	61375018	LOC101927495
NR_002775	chr11	+	61382507	61406921	RPLP0P2
NM_006133	chr11	+	61447862	61514473	DAGLA
NM_001127392	chr11	+	61520107	61555990	MYRF
NR_026882	chr11	-	61521500	61525136	MYRF-AS1
NM_013279	chr11	+	61522849	61555990	MYRF
NM_014206	chr11	-	61556420	61560071	TMEM258
NM_004111	chr11	+	61560382	61564710	FEN1
NM_013402	chr11	-	61567100	61584475	FADS1
NM_001281501	chr11	+	61583674	61634826	FADS2
NM_001281502	chr11	+	61583875	61634826	FADS2
NM_004265	chr11	+	61595771	61634826	FADS2
NM_021727	chr11	-	61640997	61659017	FADS3
NM_001271686	chr11	-	61664772	61687756	RAB3IL1
NM_013401	chr11	-	61664772	61685038	RAB3IL1
NM_001363592	chr11	+	61717292	61731935	BEST1
NM_001139443	chr11	+	61717822	61732987	BEST1
NM_004183	chr11	+	61717822	61731933	BEST1
NM_001363591	chr11	+	61722706	61732987	BEST1
NM_002032	chr11	-	61731756	61735106	FTH1
NM_020238	chr11	+	61891482	61920638	INCENP
NM_006552	chr11	+	61957687	61961011	SCGB1D1
NM_002407	chr11	+	61976144	61981413	SCGB2A1
NM_006551	chr11	+	62009710	62012284	SCGB1D2
NM_002411	chr11	+	62037629	62040629	SCGB2A2
NM_206998	chr11	-	62063752	62066547	SCGB1D4
NM_025080	chr11	+	62104919	62160884	ASRGL1
NM_003357	chr11	+	62186504	62190667	SCGB1A1
NM_024060	chr11	-	62201015	62314278	AHNAK
NM_001346445	chr11	-	62283373	62313298	AHNAK
NM_001346446	chr11	-	62283373	62313136	AHNAK
NM_001620	chr11	-	62283373	62314278	AHNAK
NM_001404	chr11	-	62327067	62341363	EEF1G
NM_001367906	chr11	-	62342523	62358995	TUT1
NM_001330292	chr11	-	62360685	62368722	MTA2
NM_004739	chr11	-	62360685	62369337	MTA2
NM_153265	chr11	-	62369689	62380247	EML3
NM_000327	chr11	+	62380212	62382592	ROM1
NM_001288722	chr11	-	62382767	62389458	B3GAT3
NM_001278194	chr11	-	62392297	62414198	GANAB
NM_001329222	chr11	-	62392297	62407690	GANAB
NM_001278193	chr11	-	62392300	62414085	GANAB
NM_030628	chr11	-	62414319	62420774	INTS5
NM_001367941	chr11	-	62430288	62439255	LBHD1
NM_024099	chr11	-	62430288	62439241	LBHD1
NR_104414	chr11	-	62430288	62432688	C11orf98
NM_001043229	chr11	+	62432783	62435580	CSKMT
NR_004390	chr11	+	62432893	62433042	SNORA57
NM_001085372	chr11	+	62439144	62441158	UQCC3
NM_001286078	chr11	-	62443969	62446589	UBXN1
NM_015853	chr11	-	62443971	62446545	UBXN1
NM_203422	chr11	-	62453877	62457002	LRRN4CL
NM_001122955	chr11	-	62457733	62475179	BSCL2
NM_001130702	chr11	-	62457733	62473787	BSCL2
NR_037946	chr11	-	62457733	62494856	HNRNPUL2-BSCL2
NR_037948	chr11	-	62457733	62477091	BSCL2
NM_012202	chr11	+	62475147	62476673	GNG3
NM_001079559	chr11	-	62480101	62494929	HNRNPUL2
NM_001318812	chr11	+	62495544	62506108	TTC9C
NM_001318813	chr11	+	62495951	62506108	TTC9C
NM_173810	chr11	+	62495957	62506108	TTC9C
NM_001370809	chr11	-	62518434	62521632	ZBTB3
NM_002696	chr11	+	62529051	62534182	POLR2G
NM_006473	chr11	+	62538867	62554813	TAF6L
NM_001363599	chr11	+	62554873	62557872	TMEM179B
NM_001080501	chr11	-	62557442	62559478	TMEM223
NM_006362	chr11	-	62559601	62572912	NXF1
NM_001330294	chr11	-	62574331	62599523	STX5
NR_135084	chr11	+	62599705	62601513	LOC105369332
NM_001307977	chr11	-	62600376	62607131	WDR74
NM_018093	chr11	-	62600376	62607628	WDR74
NM_001369447	chr11	-	62600382	62607062	WDR74
NM_001369451	chr11	-	62600382	62609281	WDR74
NM_001369453	chr11	-	62600382	62607682	WDR74
NR_002716	chr11	-	62609095	62609281	RNU2-1
NR_152580	chr11	-	62619449	62623357	SNHG1
NR_000008	chr11	-	62620381	62620507	SNORD22
NR_002560	chr11	-	62620797	62620865	SNORD31
NR_002561	chr11	-	62621134	62621204	SNORD30
NR_002559	chr11	-	62621375	62621440	SNORD29
NR_002562	chr11	-	62622092	62622167	SNORD28
NR_002563	chr11	-	62622483	62622555	SNORD27
NR_002564	chr11	-	62622763	62622838	SNORD26
NR_002565	chr11	-	62623036	62623103	SNORD25
NM_002394	chr11	+	62623580	62656332	SLC3A2
NM_001013251	chr11	+	62648367	62656332	SLC3A2
NR_037193	chr11	+	62649170	62656332	SLC3A2
NM_000738	chr11	-	62676150	62688835	CHRM1
NM_153278	chr11	-	62744068	62752439	SLC22A6
NM_001184732	chr11	-	62760295	62783317	SLC22A8
NM_004254	chr11	-	62760295	62783313	SLC22A8
NM_001136506	chr11	-	62847411	62911693	SLC22A24
NM_173586	chr11	-	62885994	62911693	SLC22A24
NM_199352	chr11	-	62930641	62997124	SLC22A25
NR_134874	chr11	+	63057374	63079254	SLC22A10
NM_080866	chr11	+	63137256	63177765	SLC22A9
NM_001146728	chr11	-	63228875	63258639	PLAAT5
NM_001142536	chr11	+	63273555	63284244	LGALS12
NM_001142537	chr11	+	63275458	63284244	LGALS12
NM_004585	chr11	+	63304279	63313930	PLAAT4
NM_017878	chr11	-	63320241	63330851	PLAAT2
NM_001128203	chr11	-	63341940	63381941	PLAAT3
NM_007069	chr11	-	63341940	63381909	PLAAT3
NM_001290048	chr11	-	63391558	63439446	ATL3
NM_015459	chr11	-	63391558	63438848	ATL3
NM_201429	chr11	+	63448921	63527363	RTN3
NM_001265590	chr11	+	63448971	63527342	RTN3
NM_001144936	chr11	-	63527363	63536247	C11orf95
NM_138471	chr11	+	63580927	63595188	SPINDOC
NM_001039469	chr11	+	63606399	63678492	MARK2
NM_004954	chr11	+	63606581	63678492	MARK2
NM_017490	chr11	+	63656008	63678492	MARK2
NM_173587	chr11	-	63678701	63684636	RCOR2
NM_024771	chr11	+	63706473	63724791	NAA40
NM_001300800	chr11	+	63706802	63724791	NAA40
NM_004074	chr11	+	63742091	63744015	COX8A
NM_017670	chr11	+	63753324	63765892	OTUB1
NM_014067	chr11	-	63766029	63933585	MACROD1
NM_013280	chr11	+	63871361	63886645	FLRT1
NM_001282652	chr11	+	63952743	63972020	STIP1
NM_001282653	chr11	+	63953642	63972015	STIP1
NM_178443	chr11	+	63974151	63991363	FERMT3
NM_031471	chr11	+	63974192	63991363	FERMT3
NM_001160389	chr11	-	63991270	63993726	TRPT1
NM_001160393	chr11	-	63991270	63993341	TRPT1
NM_001330298	chr11	-	63991287	63993658	TRPT1
NM_001271831	chr11	+	63993729	63997488	NUDT22
NM_032344	chr11	+	63993745	63997488	NUDT22
NM_005528	chr11	+	63997752	64001753	DNAJC4
NM_001307980	chr11	+	63997903	64001753	DNAJC4
NM_001243733	chr11	+	64002055	64006736	VEGFB
NM_001370414	chr11	+	64008566	64011604	LOC114841035
NM_001135208	chr11	+	64008603	64011607	FKBP2
NM_001370362	chr11	+	64008915	64011604	FKBP2
NM_001370363	chr11	+	64009080	64011604	FKBP2
NM_001370360	chr11	+	64009416	64011604	FKBP2
NM_057092	chr11	+	64009587	64011607	FKBP2
NM_138689	chr11	-	64011950	64014415	PPP1R14B
NR_135087	chr11	+	64013337	64015686	PPP1R14B-AS1
NR_135086	chr11	+	64014525	64015686	PPP1R14B-AS1
NM_000932	chr11	+	64019001	64036924	PLCB3
NM_004322	chr11	-	64037299	64052176	BAD
NM_032989	chr11	-	64037301	64052137	BAD
NM_001170726	chr11	+	64051810	64056972	GPR137
NM_001177358	chr11	+	64052282	64056972	GPR137
NM_001170881	chr11	+	64052314	64056966	GPR137
NM_001170880	chr11	+	64053319	64056966	GPR137
NR_133660	chr11	+	64058773	64067503	KCNK4
NR_133662	chr11	+	64059193	64072241	KCNK4-TEX40
NR_133661	chr11	+	64059194	64067503	KCNK4
NM_001317090	chr11	+	64059469	64067503	KCNK4
NM_001039496	chr11	+	64067829	64072242	CATSPERZ
NM_004451	chr11	+	64072995	64084212	ESRRA
NM_001282451	chr11	+	64072999	64084212	ESRRA
NM_001282450	chr11	+	64073698	64084212	ESRRA
NM_001286082	chr11	-	64083931	64085031	TRMT112
NM_001372071	chr11	-	64083931	64086068	TRMT112
NM_001372072	chr11	-	64083931	64085462	TRMT112
NM_012094	chr11	+	64085592	64089283	PRDX5
NM_001358516	chr11	+	64085757	64089283	PRDX5
NM_032251	chr11	+	64107675	64125006	CCDC88B
NM_001300802	chr11	+	64126633	64139687	RPS6KA4
NR_073177	chr11	+	64216528	64219128	LINC02724
NM_018484	chr11	+	64323412	64340347	SLC22A11
NM_001276327	chr11	+	64358281	64369825	SLC22A12
NM_144585	chr11	+	64358691	64369816	SLC22A12
NM_138732	chr11	-	64373645	64490669	NRXN2
NM_138734	chr11	-	64373645	64411017	NRXN2
NM_001098670	chr11	-	64494382	64512298	RASGRP2
NM_001098671	chr11	-	64494382	64511614	RASGRP2
NM_153819	chr11	-	64494382	64512928	RASGRP2
NM_001164716	chr11	-	64513860	64528187	PYGM
NM_005609	chr11	-	64513869	64527446	PYGM
NM_001178030	chr11	-	64532075	64545938	SF1
NM_201995	chr11	-	64532075	64546316	SF1
NM_001178031	chr11	-	64532077	64545233	SF1
NM_001346364	chr11	-	64532077	64546014	SF1
NM_004579	chr11	-	64552389	64570686	MAP4K2
NM_001370251	chr11	-	64570985	64578023	MEN1
NM_130799	chr11	-	64570985	64578188	MEN1
NM_130801	chr11	-	64570985	64578035	MEN1
NM_130802	chr11	-	64570985	64578213	MEN1
NM_130804	chr11	-	64570985	64578766	MEN1
NM_017525	chr11	-	64590523	64612125	CDC42BPG
NM_001282444	chr11	-	64619113	64647165	EHD1
NM_006795	chr11	-	64619113	64646093	EHD1
NM_001282445	chr11	-	64620198	64647185	EHD1
NM_001367972	chr11	-	64662017	64684681	ATG2A
NM_006244	chr11	+	64692160	64701947	PPP2R5B
NM_130769	chr11	-	64701942	64703365	GPHA2
NM_001037225	chr11	-	64705701	64739580	MAJIN
NM_001318808	chr11	-	64705701	64739563	MAJIN
NM_001300808	chr11	-	64755416	64757749	BATF2
NM_138456	chr11	-	64755416	64764443	BATF2
NR_037650	chr11	+	64781584	64808044	ARL2-SNX15
NM_001199745	chr11	+	64781631	64789656	ARL2
NM_013306	chr11	+	64794910	64808044	SNX15
NM_001367485	chr11	+	64808404	64812300	SAC3D1
NM_013299	chr11	+	64808681	64812300	SAC3D1
NM_005468	chr11	-	64812290	64826025	NAALADL1
NM_080668	chr11	-	64844924	64851512	CDCA5
NM_006782	chr11	+	64851693	64855868	ZFPL1
NM_001242631	chr11	-	64855843	64856581	TMEM262
NR_073519	chr11	+	64863685	64879334	VPS51
NM_001277233	chr11	+	64879325	64883707	TM7SF2
NM_003273	chr11	+	64879343	64883880	TM7SF2
NM_014205	chr11	-	64883874	64885173	ZNHIT2
NM_001997	chr11	-	64888101	64889606	FAU
NR_037567	chr11	+	64889654	64894841	MRPL49
NR_037568	chr11	+	64889792	64894843	MRPL49
NM_032431	chr11	-	64894750	64901990	SYVN1
NM_001008778	chr11	+	64937624	64940715	SPDYC
NR_145677	chr11	-	64947341	64949305	LOC728975
NM_001198868	chr11	+	64948843	64979477	CAPN1
NM_001198869	chr11	+	64949149	64979477	CAPN1
NR_040008	chr11	+	64949398	64979477	CAPN1
NR_033396	chr11	+	64981310	65010228	SLC22A20P
NM_002689	chr11	+	65029432	65066156	POLA2
NM_006779	chr11	+	65082336	65089887	CDC42EP2
NM_001330308	chr11	+	65101322	65121733	DPF2
NM_145719	chr11	+	65122221	65125082	TIGD3
NM_001077241	chr11	-	65142662	65150117	SLC25A45
NM_001278251	chr11	-	65142662	65151172	SLC25A45
NM_001352384	chr11	-	65142662	65149442	SLC25A45
NM_182556	chr11	-	65142662	65150145	SLC25A45
NM_001300832	chr11	+	65154107	65180995	FRMD8
NR_028272	chr11	+	65190268	65194003	NEAT1
NR_131012	chr11	+	65190268	65213009	NEAT1
NR_160547	chr11	+	65222756	65234466	LOC101927789
NR_160548	chr11	+	65222756	65224342	LOC101927789
NR_144568	chr11	+	65265208	65273983	MALAT1
NR_145459	chr11	-	65266782	65274903	TALAM1
NR_144569	chr11	+	65273587	65273645	MASCRNA
NM_001048218	chr11	+	65292553	65306175	SCYL1
NM_001164266	chr11	-	65306029	65325699	LTBP3
NR_038923	chr11	-	65336690	65337884	ZNRD2-AS1
NM_001303024	chr11	+	65337929	65339359	ZNRD2
NM_006396	chr11	+	65337947	65339359	ZNRD2
NM_001098784	chr11	+	65340008	65341661	FAM89B
NM_001351087	chr11	+	65343508	65360121	EHBP1L1
NM_001099409	chr11	+	65343523	65360121	EHBP1L1
NM_005714	chr11	-	65360306	65363271	KCNK7
NM_002419	chr11	-	65365227	65381692	MAP3K11
NM_032223	chr11	+	65383782	65404910	PCNX3
NM_006747	chr11	+	65405571	65418383	SIPA1
NM_153253	chr11	+	65407591	65418391	SIPA1
NM_001243985	chr11	-	65421066	65430443	RELA
NM_001243984	chr11	-	65421071	65430387	RELA
NM_006388	chr11	+	65479722	65487075	KAT5
NM_032193	chr11	-	65485143	65488269	RNASEH2C
NM_138368	chr11	-	65541368	65548447	AP5B1
NM_004561	chr11	+	65554533	65564685	OVOL1
NR_108085	chr11	-	65556471	65558339	OVOL1-AS1
NM_152760	chr11	+	65601433	65621172	SNX32
NM_005507	chr11	-	65622143	65625651	CFL1
NM_025128	chr11	+	65627903	65633910	MUS81
NR_146598	chr11	+	65627903	65635123	MUS81
NM_016938	chr11	-	65633911	65640271	EFEMP2
NM_001335	chr11	+	65647307	65651212	CTSW
NM_198897	chr11	-	65651210	65655942	FIBP
NM_006848	chr11	+	65658143	65659106	CCDC85B
NM_001300857	chr11	-	65659519	65667859	FOSL1
NR_125339	chr11	-	65659606	65667997	FOSL1
NM_031450	chr11	-	65684282	65686533	C11orf68
NM_006442	chr11	+	65686896	65689034	DRAP1
NM_152762	chr11	+	65713114	65727434	TSGA10IP
NM_005146	chr11	+	65729204	65747608	SART1
NM_001242481	chr11	-	65764015	65769628	EIF1AD
NM_001143985	chr11	+	65769549	65771617	BANF1
NM_003860	chr11	+	65769973	65771620	BANF1
NM_001323	chr11	+	65779478	65780976	CST6
NM_053054	chr11	-	65784222	65793950	CATSPER1
NM_033036	chr11	-	65808235	65816632	GAL3ST3
NM_006842	chr11	+	65819834	65836779	SF3B2
NR_145738	chr11	+	65820614	65820699	SNORD13F
NM_018026	chr11	+	65837742	66012215	PACS1
NM_001134775	chr11	+	66024764	66035331	KLC2
NM_001134774	chr11	+	66025173	66035332	KLC2
NM_001134776	chr11	+	66025173	66035331	KLC2
NM_030981	chr11	+	66036109	66044963	RAB1B
NR_073079	chr11	+	66045645	66051677	CNIH2
NM_020470	chr11	-	66052050	66056614	YIF1A
NM_153266	chr11	+	66059364	66064135	TMEM151A
NM_020404	chr11	-	66081964	66084515	CD248
NM_001363559	chr11	-	66097711	66104245	RIN1
NM_004292	chr11	-	66097711	66103905	RIN1
NM_001024957	chr11	-	66104809	66112575	BRMS1
NM_006876	chr11	-	66112844	66115100	B4GAT1
NR_135761	chr11	+	66115461	66131235	LOC102724064
NM_001300869	chr11	-	66129991	66139947	SLC29A2
NM_001532	chr11	-	66129991	66139231	SLC29A2
NR_125343	chr11	-	66129991	66139291	SLC29A2
NM_001318804	chr11	+	66188474	66194177	NPAS4
NM_178864	chr11	+	66188505	66194178	NPAS4
NM_170738	chr11	-	66202545	66206319	MRPL11
NM_001243135	chr11	+	66233797	66244808	PELI3
NM_001243136	chr11	+	66234335	66244808	PELI3
NM_145065	chr11	+	66234375	66244808	PELI3
NR_120586	chr11	-	66240960	66247720	LOC101928069
NM_130443	chr11	+	66247904	66277128	DPP3
NM_024649	chr11	+	66278105	66301069	BBS1
NM_001348571	chr11	-	66288552	66313709	ZDHHC24
NM_207340	chr11	-	66303097	66313519	ZDHHC24
NM_001258371	chr11	+	66313865	66330800	ACTN3
NR_047663	chr11	+	66314311	66330800	ACTN3
NM_001104	chr11	+	66314373	66330805	ACTN3
NM_003793	chr11	-	66330934	66336077	CTSF
NM_018219	chr11	-	66357648	66360534	CCDC87
NM_005125	chr11	+	66360655	66373490	CCS
NM_001198846	chr11	+	66384052	66413944	RBM14-RBM4
NM_001198836	chr11	+	66384100	66397397	RBM14
NM_001198843	chr11	+	66406087	66413944	RBM4
NM_001198844	chr11	+	66406173	66435850	RBM4
NM_001286135	chr11	-	66432469	66445358	RBM4B
NM_006946	chr11	-	66449966	66488870	SPTBN2
NM_024650	chr11	+	66512206	66610987	C11orf80
NM_001302084	chr11	+	66512239	66610987	C11orf80
NM_001032279	chr11	+	66610911	66614023	RCE1
NM_001040716	chr11	-	66615890	66725854	PC
NM_022172	chr11	-	66615890	66675424	PC
NM_024036	chr11	+	66624534	66627946	LRFN4
NM_001136485	chr11	+	66742774	66744480	C11orf86
NM_001318773	chr11	+	66790263	66818334	SYT12
NM_001318775	chr11	+	66790604	66818334	SYT12
NM_014578	chr11	+	66824317	66839488	RHOD
NR_160735	chr11	-	66879762	66885819	LOC107984341
NR_027473	chr11	+	66886733	67025550	KDM2A
NM_001256405	chr11	+	67007484	67025550	KDM2A
NM_001619	chr11	+	67033943	67054027	GRK2
NM_001347901	chr11	+	67056773	67069955	ANKRD13D
NM_017857	chr11	+	67071000	67080063	SSH3
NR_024469	chr11	+	67085309	67159158	LOC100130987
NR_046411	chr11	-	67118235	67121067	POLD4
NM_021173	chr11	-	67118243	67121017	POLD4
NM_001166212	chr11	-	67131638	67141648	CLCF1
NM_013246	chr11	-	67131638	67141069	CLCF1
NM_004584	chr11	+	67159456	67165881	RAD9A
NM_001243224	chr11	+	67160775	67165883	RAD9A
NM_002708	chr11	-	67165653	67169329	PPP1CA
NM_001256508	chr11	+	67171383	67177561	TBC1D10C
NR_046266	chr11	+	67171400	67177560	TBC1D10C
NM_001369492	chr11	+	67171553	67177560	TBC1D10C
NM_001166222	chr11	+	67183148	67193075	CARNS1
NM_003952	chr11	+	67195964	67202872	RPS6KB2
NM_005608	chr11	-	67202980	67205153	PTPRCAP
NM_020441	chr11	-	67202980	67210947	CORO1B
NM_001018070	chr11	-	67205517	67211292	CORO1B
NM_206997	chr11	-	67218771	67220200	GPR152
NM_001300896	chr11	+	67219873	67229245	CABP4
NM_145200	chr11	+	67222824	67229245	CABP4
NM_001078651	chr11	-	67229180	67236722	TMEM134
NR_073412	chr11	-	67231828	67236722	TMEM134
NM_003977	chr11	+	67250496	67258574	AIP
NM_001302959	chr11	+	67250986	67258579	AIP
NM_001130848	chr11	-	67259238	67272834	PITPNM1
NM_001271849	chr11	-	67273967	67275633	CDK2AP2
NM_016366	chr11	-	67286382	67290917	CABP2
NM_000852	chr11	+	67351282	67354124	GSTP1
NR_130935	chr11	-	67370350	67374177	C11orf72
NM_007103	chr11	+	67374406	67380025	NDUFV1
NR_033791	chr11	-	67380994	67383135	DOC2GP
NM_181843	chr11	-	67395408	67397408	NUDT8
NM_005995	chr11	-	67398773	67407031	TBX10
NM_080658	chr11	-	67410025	67418201	ACY3
NM_001031615	chr11	-	67429632	67448695	ALDH3B2
NM_001354345	chr11	-	67429632	67442311	ALDH3B2
NR_024249	chr11	-	67559237	67572807	FAM86C2P
NM_030930	chr11	-	67758570	67771567	UNC93B1
NM_001161473	chr11	+	67776016	67796743	ALDH3B1
NM_001290059	chr11	+	67777796	67796743	ALDH3B1
NM_002496	chr11	+	67798147	67804111	NDUFS8
NM_006019	chr11	+	67806491	67818362	TCIRG1
NM_006053	chr11	+	67810446	67818366	TCIRG1
NM_001277	chr11	-	67820325	67888855	CHKA
NM_212469	chr11	-	67820325	67888858	CHKA
NM_001300907	chr11	-	67922329	67980812	KMT5B
NM_001369428	chr11	-	67922329	67981115	KMT5B
NM_017635	chr11	-	67922329	67980763	KMT5B
NM_001363566	chr11	-	67933183	67981115	KMT5B
NM_001369424	chr11	-	67933183	67980763	KMT5B
NM_016028	chr11	-	67933185	67980784	KMT5B
NM_022338	chr11	-	68028805	68039441	C11orf24
NM_001291902	chr11	+	68080058	68216743	LRP5
NM_018312	chr11	+	68228219	68382801	PPP6R3
NM_015973	chr11	+	68452011	68458643	GAL
NM_004923	chr11	-	68474907	68518988	TESMIN
NM_001039656	chr11	-	68503599	68518988	TESMIN
NM_001031847	chr11	-	68522087	68609399	CPT1A
NM_001876	chr11	-	68522350	68609384	CPT1A
NM_181515	chr11	-	68658745	68671300	MRPL21
NM_002180	chr11	+	68671318	68708069	IGHMBP2
NM_198923	chr11	-	68747489	68748455	MRGPRD
NM_001098515	chr11	-	68771861	68780850	MRGPRF
NM_145015	chr11	-	68771865	68780714	MRGPRF
NR_120541	chr11	+	68779821	68785916	MRGPRF-AS1
NM_139075	chr11	+	68816399	68858065	TPCN2
NR_104161	chr11	-	68914695	68939030	LOC338694
NM_001369201	chr11	+	68923402	68926819	SMIM38
NR_161183	chr11	+	68923402	68929908	SMIM38
NM_001293296	chr11	+	69061621	69064754	MYEOV
NM_001319657	chr11	+	69240422	69244392	LOC102724265
NR_120542	chr11	+	69300328	69308311	LINC01488
NM_053056	chr11	+	69455923	69469242	CCND1
NM_153451	chr11	-	69480330	69490121	LTO1
NM_005117	chr11	-	69513005	69518790	FGF19
NM_002007	chr11	-	69585790	69590109	FGF4
NM_005247	chr11	-	69624735	69634184	FGF3
NR_120529	chr11	-	69902335	69911477	LINC02753
NR_120530	chr11	-	69902335	69910030	LINC02753
NR_103835	chr11	-	69918539	69921454	LINC02584
NM_018043	chr11	+	69924645	70035636	ANO1
NR_030691	chr11	+	69931523	70035636	ANO1
NM_003824	chr11	+	70049268	70053508	FADD
NM_003626	chr11	+	70116795	70231418	PPFIA1
NM_177423	chr11	+	70116805	70224598	PPFIA1
NM_138565	chr11	+	70244611	70282690	CTTN
NM_005231	chr11	+	70244634	70282681	CTTN
NR_110766	chr11	-	70313959	70507946	SHANK2
NM_012309	chr11	-	70313960	70935842	SHANK2
NR_046567	chr11	+	70477198	70481595	SHANK2-AS1
NR_073536	chr11	+	70708894	70711220	SHANK2-AS3
NR_038862	chr11	-	71116791	71134400	FLJ42102
NM_001163817	chr11	-	71145456	71159439	DHCR7
NM_001360	chr11	-	71145456	71159477	DHCR7
NM_018161	chr11	+	71164248	71212862	NADSYN1
NM_001012503	chr11	+	71238312	71239715	KRTAP5-7
NM_021046	chr11	+	71249070	71250255	KRTAP5-8
NM_005553	chr11	+	71259465	71260653	KRTAP5-9
NM_001012710	chr11	+	71276608	71277780	KRTAP5-10
NM_001005405	chr11	-	71292900	71293921	KRTAP5-11
NM_001099653	chr11	+	71498556	71512280	FAM86C1
NM_018172	chr11	+	71498559	71512283	FAM86C1
NR_073386	chr11	-	71505408	71524905	ALG1L9P
NR_073388	chr11	-	71506860	71524905	ALG1L9P
NR_073387	chr11	-	71521023	71524905	ALG1L9P
NM_001278713	chr11	-	71525090	71532593	ZNF705E
NM_001002035	chr11	+	71544245	71548754	DEFB108B
NR_029192	chr11	-	71576554	71639493	LOC100133315
NM_001242853	chr11	+	71589498	71595607	DEFB131B
NM_001300926	chr11	+	71639767	71708643	RNF121
NM_018320	chr11	+	71640091	71708643	RNF121
NM_001039660	chr11	+	71709954	71713850	IL18BP
NM_001039659	chr11	+	71709957	71713574	IL18BP
NM_173044	chr11	+	71709957	71713850	IL18BP
NM_005699	chr11	+	71710108	71713965	IL18BP
NM_173042	chr11	+	71710108	71713574	IL18BP
NM_001145057	chr11	+	71710662	71713574	IL18BP
NM_001145055	chr11	+	71710972	71713574	IL18BP
NM_006185	chr11	-	71713909	71791739	NUMA1
NR_104476	chr11	-	71713909	71791588	NUMA1
NR_104178	chr11	+	71725336	71731956	LOC100128494
NM_001145308	chr11	+	71791376	71821828	LRTOMT
NM_001318803	chr11	+	71791376	71807938	LRTOMT
NM_017907	chr11	-	71808337	71814343	LAMTOR1
NM_001330321	chr11	-	71817418	71823741	ANAPC15
NM_001278488	chr11	-	71820632	71823822	ANAPC15
NM_001278490	chr11	-	71820632	71823741	ANAPC15
NM_001278491	chr11	-	71820632	71823344	ANAPC15
NM_001278492	chr11	-	71820632	71823318	ANAPC15
NM_001278494	chr11	-	71820632	71823278	ANAPC15
NM_000804	chr11	+	71846770	71850936	FOLR3
NM_016724	chr11	+	71900752	71907343	FOLR1
NM_000802	chr11	+	71900958	71907367	FOLR1
NM_016729	chr11	+	71903183	71907343	FOLR1
NM_000803	chr11	+	71927837	71932994	FOLR2
NM_001567	chr11	+	71935810	71950188	INPPL1
NM_005169	chr11	-	71950120	71955220	PHOX2A
NM_001258393	chr11	-	71996539	72145575	CLPB
NM_001258394	chr11	-	72003469	72145728	CLPB
NR_126364	chr11	+	72281699	72284266	LINC01537
NM_001146209	chr11	-	72287183	72380108	PDE2A
NM_001243784	chr11	-	72287183	72353504	PDE2A
NM_001143839	chr11	-	72287184	72353487	PDE2A
NM_002599	chr11	-	72287184	72385466	PDE2A
NM_001040118	chr11	-	72396113	72463434	ARAP1
NM_001135190	chr11	-	72396113	72433403	ARAP1
NM_001369489	chr11	-	72396113	72433385	ARAP1
NR_146780	chr11	+	72411518	72416652	ARAP1-AS2
NM_006645	chr11	-	72465773	72504750	STARD10
NM_033388	chr11	+	72525455	72540680	ATG16L2
NM_014824	chr11	-	72547789	72853363	FCHSD2
NM_002564	chr11	+	72929325	72953472	P2RY2
NM_176071	chr11	+	72929606	72953472	P2RY2
NM_176797	chr11	+	72975549	73009670	P2RY6
NM_001277207	chr11	+	72975596	73009670	P2RY6
NM_001277206	chr11	+	72976280	73009670	P2RY6
NM_176798	chr11	+	72980938	73009670	P2RY6
NM_001277208	chr11	+	72983186	73009670	P2RY6
NR_147696	chr11	-	73018555	73020406	LOC100287837
NM_014786	chr11	+	73019320	73080433	ARHGEF17
NM_152222	chr11	+	73087443	73108519	RELT
NM_032871	chr11	+	73087712	73108519	RELT
NM_001286050	chr11	-	73111531	73309157	FAM168A
NM_021200	chr11	+	73357625	73373864	PLEKHB1
NM_001130035	chr11	+	73358698	73373864	PLEKHB1
NM_001130036	chr11	+	73359957	73373864	PLEKHB1
NM_001243718	chr11	-	73386682	73472119	RAB6A
NM_001243719	chr11	-	73386682	73471138	RAB6A
NM_001318500	chr11	+	73498918	73576178	MRPL48
NM_016565	chr11	-	73583712	73587891	COA4
NM_001267806	chr11	+	73587743	73638781	PAAF1
NM_001267805	chr11	+	73588043	73642157	PAAF1
NM_001363556	chr11	+	73599825	73638781	PAAF1
NM_153614	chr11	+	73661363	73681332	DNAJB13
NM_003355	chr11	-	73685715	73693889	UCP2
NM_003356	chr11	-	73711321	73720130	UCP3
NM_022803	chr11	-	73713811	73720282	UCP3
NM_001286577	chr11	-	73723758	73882064	C2CD3
NM_015531	chr11	-	73745486	73882047	C2CD3
NM_001271593	chr11	+	73882333	73965748	PPME1
NM_001288748	chr11	-	73977701	74022685	P4HA3
NR_120556	chr11	+	74022406	74035750	P4HA3-AS1
NM_173582	chr11	-	74041360	74109478	PGM2L1
NM_005472	chr11	-	74165885	74178600	KCNE3
NM_001329941	chr11	-	74201563	74204769	LIPT2
NM_001319240	chr11	+	74204429	74209578	LOC100287896
NR_046410	chr11	+	74303626	74354120	POLD3
NM_001304415	chr11	-	74407472	74430348	CHRDL2
NM_001304417	chr11	-	74407472	74422412	CHRDL2
NM_001278473	chr11	-	74407473	74442471	CHRDL2
NM_001098638	chr11	+	74459893	74553458	RNF169
NM_001270381	chr11	-	74551274	74660136	XRRA1
NM_014752	chr11	+	74660310	74690078	SPCS2
NM_001367861	chr11	+	74699688	74706083	NEU3
NM_001367863	chr11	+	74699688	74721952	NEU3
